,Word,e,t,a,o,i,th,he,in,er,an,Frequency
1199,marsh,0,0,1,0,0,0,0,0,0,0,6.1221260000000005e-06
1200,mason,0,0,1,1,0,0,0,0,0,0,1.202212e-05
1201,masse,1,0,1,0,0,0,0,0,0,0,1.173986e-06
1202,match,0,1,1,0,0,0,0,0,0,0,3.460136e-05
1203,matey,1,1,1,0,0,0,0,0,0,0,1.4104299999999997e-07
1204,mauve,1,0,1,0,0,0,0,0,0,0,5.67205e-07
1205,maxim,0,0,1,0,1,0,0,0,0,0,3.022958e-06
1206,maybe,1,0,1,0,0,0,0,0,0,0,0.00013772699999999998
1207,mayor,0,0,1,1,0,0,0,0,0,0,1.365494e-05
1208,mealy,1,0,1,0,0,0,0,0,0,0,2.591208e-07
1209,meant,1,1,1,0,0,0,0,0,0,1,9.322365999999999e-05
1210,meaty,1,1,1,0,0,0,0,0,0,0,8.035318e-07
1211,mecca,1,0,1,0,0,0,0,0,0,0,2.2211e-06
1212,medal,1,0,1,0,0,0,0,0,0,0,4.475189999999999e-06
1213,media,1,0,1,0,1,0,0,0,0,0,0.00011050940000000001
1214,medic,1,0,0,0,1,0,0,0,0,0,1.0774896e-06
1215,melee,3,0,0,0,0,0,0,0,0,0,6.812314e-07
1216,melon,1,0,0,1,0,0,0,0,0,0,1.239532e-06
1217,mercy,1,0,0,0,0,0,0,0,1,0,2.133824e-05
1218,merge,2,0,0,0,0,0,0,0,1,0,4.099505999999999e-06
1219,merit,1,1,0,0,1,0,0,0,1,0,9.969728e-06
1220,merry,1,0,0,0,0,0,0,0,1,0,7.751222e-06
1221,metal,1,1,1,0,0,0,0,0,0,0,5.202783999999999e-05
1222,meter,2,1,0,0,0,0,0,0,1,0,7.274317999999999e-06
1223,metro,1,1,0,1,0,0,0,0,0,0,3.661368e-06
1224,micro,0,0,0,1,1,0,0,0,0,0,1.2767060000000002e-05
1225,midge,1,0,0,0,1,0,0,0,0,0,4.2916999999999997e-07
1226,midst,0,1,0,0,1,0,0,0,0,0,1.67161e-05
1227,might,0,1,0,0,1,0,0,0,0,0,0.000456475
1228,milky,0,0,0,0,1,0,0,0,0,0,2.41711e-06
1229,mimic,0,0,0,0,2,0,0,0,0,0,3.6983480000000003e-06
1230,mince,1,0,0,0,1,0,0,1,0,0,8.868963999999999e-07
1231,miner,1,0,0,0,1,0,0,1,1,0,2.54743e-06
1232,minim,0,0,0,0,2,0,0,1,0,0,1.633376e-07
1233,minor,0,0,0,1,1,0,0,1,0,0,2.893282e-05
1234,minty,0,1,0,0,1,0,0,1,0,0,4.2630160000000003e-07
1235,minus,0,0,0,0,1,0,0,1,0,0,5.3614940000000005e-06
1236,mirth,0,1,0,0,1,1,0,0,0,0,2.05201e-06
1237,miser,1,0,0,0,1,0,0,0,1,0,6.115956e-07
1238,missy,0,0,0,0,1,0,0,0,0,0,1.91137e-06
1239,mocha,0,0,1,1,0,0,0,0,0,0,5.072758e-07
1240,modal,0,0,1,1,0,0,0,0,0,0,4.5121739999999995e-06
1241,model,1,0,0,1,0,0,0,0,0,0,0.0002257798
1242,modem,1,0,0,1,0,0,0,0,0,0,1.1182042e-06
1243,mogul,0,0,0,1,0,0,0,0,0,0,6.071234e-07
1244,moist,0,1,0,1,1,0,0,0,0,0,5.0797100000000005e-06
1245,molar,0,0,1,1,0,0,0,0,0,0,3.081168e-06
1246,moldy,0,0,0,1,0,0,0,0,0,0,4.2032160000000003e-07
1247,money,1,0,0,1,0,0,0,0,0,0,0.0001813774
1248,month,0,1,0,1,0,1,0,0,0,0,6.324196e-05
1249,moody,0,0,0,2,0,0,0,0,0,0,3.2951779999999996e-06
1250,moose,1,0,0,2,0,0,0,0,0,0,2.14218e-06
1251,moral,0,0,1,1,0,0,0,0,0,0,7.87428e-05
1252,moron,0,0,0,2,0,0,0,0,0,0,7.329484e-07
1253,morph,0,0,0,1,0,0,0,0,0,0,7.391076e-07
1254,mossy,0,0,0,1,0,0,0,0,0,0,8.798876e-07
1255,motel,1,1,0,1,0,0,0,0,0,0,3.467844e-06
1256,motif,0,1,0,1,1,0,0,0,0,0,4.473966e-06
1257,motor,0,1,0,2,0,0,0,0,0,0,3.2188179999999996e-05
1258,motto,0,2,0,2,0,0,0,0,0,0,2.922292e-06
1259,moult,0,1,0,1,0,0,0,0,0,0,2.6231339999999997e-07
1260,mound,0,0,0,1,0,0,0,0,0,0,4.893352e-06
1261,mount,0,1,0,1,0,0,0,0,0,0,1.9633919999999996e-05
1262,mourn,0,0,0,1,0,0,0,0,0,0,2.559808e-06
1263,mouse,1,0,0,1,0,0,0,0,0,0,1.4586620000000002e-05
1264,mouth,0,1,0,1,0,1,0,0,0,0,0.00011839139999999999
1265,mover,1,0,0,1,0,0,0,0,1,0,1.345772e-06
1266,movie,1,0,0,1,1,0,0,0,0,0,2.525518e-05
1267,mower,1,0,0,1,0,0,0,0,1,0,7.017116e-07
1268,mucky,0,0,0,0,0,0,0,0,0,0,1.611552e-07
1269,mucus,0,0,0,0,0,0,0,0,0,0,1.91744e-06
1270,muddy,0,0,0,0,0,0,0,0,0,0,4.566792000000001e-06
1271,mulch,0,0,0,0,0,0,0,0,0,0,7.15707e-07
1272,mummy,0,0,0,0,0,0,0,0,0,0,3.6918080000000006e-06
1273,munch,0,0,0,0,0,0,0,0,0,0,7.101918000000001e-07
1274,mural,0,0,1,0,0,0,0,0,0,0,1.7756819999999997e-06
1275,murky,0,0,0,0,0,0,0,0,0,0,1.859152e-06
1276,mushy,0,0,0,0,0,0,0,0,0,0,5.734076e-07
1277,music,0,0,0,0,1,0,0,0,0,0,0.000119424
1278,musky,0,0,0,0,0,0,0,0,0,0,5.7016e-07
1279,musty,0,1,0,0,0,0,0,0,0,0,1.194424e-06
1280,myrrh,0,0,0,0,0,0,0,0,0,0,6.167824000000001e-07
1281,nadir,0,0,1,0,1,0,0,0,0,0,8.264356e-07
1282,naive,1,0,1,0,1,0,0,0,0,0,3.747224e-06
1283,nanny,0,0,1,0,0,0,0,0,0,1,2.8351919999999998e-06
1284,nasal,0,0,2,0,0,0,0,0,0,0,6.717342000000001e-06
1285,nasty,0,1,1,0,0,0,0,0,0,0,6.77708e-06
1286,natal,0,1,2,0,0,0,0,0,0,0,2.152084e-06
1287,naval,0,0,2,0,0,0,0,0,0,0,1.436504e-05
1288,navel,1,0,1,0,0,0,0,0,0,0,1.277632e-06
1289,needy,2,0,0,0,0,0,0,0,0,0,3.5299500000000004e-06
1290,neigh,1,0,0,0,1,0,0,0,0,0,3.15332e-07
1291,nerdy,1,0,0,0,0,0,0,0,1,0,3.2784740000000006e-07
1292,nerve,2,0,0,0,0,0,0,0,1,0,2.7405920000000003e-05
1293,never,2,0,0,0,0,0,0,0,1,0,0.00046983179999999993
1294,newer,2,0,0,0,0,0,0,0,1,0,5.585931999999999e-06
1295,newly,1,0,0,0,0,0,0,0,0,0,2.301662e-05
1296,nicer,1,0,0,0,1,0,0,0,1,0,1.8015199999999997e-06
1297,niche,1,0,0,0,1,0,1,0,0,0,4.919476e-06
1298,niece,2,0,0,0,1,0,0,0,0,0,5.659456e-06
1299,night,0,1,0,0,1,0,0,0,0,0,0.0002603856
1300,ninja,0,0,1,0,1,0,0,1,0,0,8.948229999999999e-07
1301,ninny,0,0,0,0,1,0,0,1,0,0,1.6861899999999998e-07
1302,ninth,0,1,0,0,1,1,0,1,0,0,8.289214e-06
1303,noble,1,0,0,1,0,0,0,0,0,0,2.1876179999999998e-05
1304,nobly,0,0,0,1,0,0,0,0,0,0,8.836094e-07
1305,noise,1,0,0,1,1,0,0,0,0,0,4.466944e-05
1306,noisy,0,0,0,1,1,0,0,0,0,0,5.850514e-06
1307,nomad,0,0,1,1,0,0,0,0,0,0,7.42969e-07
1308,noose,1,0,0,2,0,0,0,0,0,0,1.238534e-06
1309,north,0,1,0,1,0,1,0,0,0,0,0.0001298898
1310,nosey,1,0,0,1,0,0,0,0,0,0,2.8319880000000004e-07
1311,notch,0,1,0,1,0,0,0,0,0,0,3.768332e-06
1312,novel,1,0,0,1,0,0,0,0,0,0,5.154866000000001e-05
1313,nudge,1,0,0,0,0,0,0,0,0,0,1.8194560000000002e-06
1314,nurse,1,0,0,0,0,0,0,0,0,0,2.986808e-05
1315,nutty,0,2,0,0,0,0,0,0,0,0,6.938174e-07
1316,nylon,0,0,0,1,0,0,0,0,0,0,1.8047460000000003e-06
1317,nymph,0,0,0,0,0,0,0,0,0,0,1.388424e-06
1318,oaken,1,0,1,1,0,0,0,0,0,0,4.17275e-07
1319,obese,2,0,0,1,0,0,0,0,0,0,3.59957e-06
1320,occur,0,0,0,1,0,0,0,0,0,0,6.082456e-05
1321,ocean,1,0,1,1,0,0,0,0,0,1,3.273e-05
1322,octal,0,1,1,1,0,0,0,0,0,0,1.375002e-07
1323,octet,1,2,0,1,0,0,0,0,0,0,3.278916e-07
1324,odder,1,0,0,1,0,0,0,0,1,0,1.6255040000000003e-07
1325,oddly,0,0,0,1,0,0,0,0,0,0,4.796204e-06
1326,offal,0,0,1,1,0,0,0,0,0,0,3.51852e-07
1327,offer,1,0,0,1,0,0,0,0,1,0,8.4951e-05
1328,often,1,1,0,1,0,0,0,0,0,0,0.000318198
1329,olden,1,0,0,1,0,0,0,0,0,0,8.317202000000001e-07
1330,older,1,0,0,1,0,0,0,0,1,0,7.048674e-05
1331,olive,1,0,0,1,1,0,0,0,0,0,1.582624e-05
1332,ombre,1,0,0,1,0,0,0,0,0,0,1.7465000000000002e-07
1333,omega,1,0,1,1,0,0,0,0,0,0,3.5414939999999993e-06
1334,onion,0,0,0,2,1,0,0,0,0,0,8.780275999999999e-06
1335,onset,1,1,0,1,0,0,0,0,0,0,1.5109339999999999e-05
1336,opera,1,0,1,1,0,0,0,0,1,0,1.2324200000000003e-05
1337,opine,1,0,0,1,1,0,0,1,0,0,1.991092e-07
1338,opium,0,0,0,1,1,0,0,0,0,0,3.5690459999999996e-06
1339,optic,0,1,0,1,1,0,0,0,0,0,5.0226200000000005e-06
1340,orbit,0,1,0,1,1,0,0,0,0,0,7.737666e-06
1341,order,1,0,0,1,0,0,0,0,1,0,0.00030720620000000004
1342,organ,0,0,1,1,0,0,0,0,0,1,1.64243e-05
1343,other,1,1,0,1,0,1,1,0,1,0,0.0012753340000000001
1344,otter,1,2,0,1,0,0,0,0,1,0,1.411804e-06
1345,ought,0,1,0,1,0,0,0,0,0,0,3.826963999999999e-05
1346,ounce,1,0,0,1,0,0,0,0,0,0,5.06985e-06
1347,outdo,0,1,0,2,0,0,0,0,0,0,4.3765700000000004e-07
1348,outer,1,1,0,1,0,0,0,0,1,0,2.27653e-05
1349,outgo,0,1,0,2,0,0,0,0,0,0,4.262226e-08
1350,ovary,0,0,1,1,0,0,0,0,0,0,1.9248839999999995e-06
1351,ovate,1,1,1,1,0,0,0,0,0,0,3.449494e-07
1352,overt,1,1,0,1,0,0,0,0,1,0,4.984375999999999e-06
1353,ovine,1,0,0,1,1,0,0,1,0,0,1.7328340000000003e-07
1354,ovoid,0,0,0,2,1,0,0,0,0,0,4.2858560000000003e-07
1355,owing,0,0,0,1,1,0,0,1,0,0,1.0806098e-05
1356,owner,1,0,0,1,0,0,0,0,1,0,3.588356e-05
1357,oxide,1,0,0,1,1,0,0,0,0,0,1.1343413999999999e-05
1358,ozone,1,0,0,2,0,0,0,0,0,0,3.7657219999999996e-06
1359,paddy,0,0,1,0,0,0,0,0,0,0,2.67573e-06
1360,pagan,0,0,2,0,0,0,0,0,0,1,5.632424e-06
1361,paint,0,1,1,0,1,0,0,1,0,0,1.85821e-05
1362,paler,1,0,1,0,0,0,0,0,1,0,1.497338e-06
1363,palsy,0,0,1,0,0,0,0,0,0,0,2.333458e-06
1364,panel,1,0,1,0,0,0,0,0,0,1,2.584208e-05
1365,panic,0,0,1,0,1,0,0,0,0,1,1.863406e-05
1366,pansy,0,0,1,0,0,0,0,0,0,1,6.31534e-07
1367,papal,0,0,2,0,0,0,0,0,0,0,3.8223059999999996e-06
1368,paper,1,0,1,0,0,0,0,0,1,0,0.0001220696
1369,parer,1,0,1,0,0,0,0,0,1,0,3.100232e-08
1370,parka,0,0,2,0,0,0,0,0,0,0,4.833776000000001e-07
1371,parry,0,0,1,0,0,0,0,0,0,0,2.0190919999999996e-06
1372,parse,1,0,1,0,0,0,0,0,0,0,8.604362e-07
1373,party,0,1,1,0,0,0,0,0,0,0,0.00017628780000000002
1374,pasta,0,1,2,0,0,0,0,0,0,0,5.032576e-06
1375,paste,1,1,1,0,0,0,0,0,0,0,6.568624e-06
1376,pasty,0,1,1,0,0,0,0,0,0,0,5.403162e-07
1377,patch,0,1,1,0,0,0,0,0,0,0,1.1440579999999999e-05
1378,patio,0,1,1,1,1,0,0,0,0,0,3.320716e-06
1379,patsy,0,1,1,0,0,0,0,0,0,0,1.48482e-06
1380,patty,0,2,1,0,0,0,0,0,0,0,3.3401740000000004e-06
1381,pause,1,0,1,0,0,0,0,0,0,0,1.8683760000000003e-05
1382,payee,2,0,1,0,0,0,0,0,0,0,6.535604000000001e-07
1383,payer,1,0,1,0,0,0,0,0,1,0,1.076341e-06
1384,peace,2,0,1,0,0,0,0,0,0,0,8.718788e-05
1385,peach,1,0,1,0,0,0,0,0,0,0,3.4054499999999997e-06
1386,pearl,1,0,1,0,0,0,0,0,0,0,1.0015582e-05
1387,pecan,1,0,1,0,0,0,0,0,0,1,7.841084e-07
1388,pedal,1,0,1,0,0,0,0,0,0,0,2.189606e-06
1389,penal,1,0,1,0,0,0,0,0,0,0,4.414598e-06
1390,pence,2,0,0,0,0,0,0,0,0,0,1.5524620000000002e-06
1391,penne,2,0,0,0,0,0,0,0,0,0,2.07646e-07
1392,penny,1,0,0,0,0,0,0,0,0,0,1.0257998e-05
1393,perch,1,0,0,0,0,0,0,0,1,0,2.54417e-06
1394,peril,1,0,0,0,1,0,0,0,1,0,3.952066e-06
1395,perky,1,0,0,0,0,0,0,0,1,0,5.680768e-07
1396,pesky,1,0,0,0,0,0,0,0,0,0,5.19979e-07
1397,pesto,1,1,0,1,0,0,0,0,0,0,9.168344e-07
1398,petal,1,1,1,0,0,0,0,0,0,0,1.0675573999999998e-06
1399,petty,1,2,0,0,0,0,0,0,0,0,6.786028000000001e-06
1400,phase,1,0,1,0,0,0,0,0,0,0,7.637994e-05
1401,phone,1,0,0,1,0,0,0,0,0,0,9.411464e-05
1402,phony,0,0,0,1,0,0,0,0,0,0,8.877268e-07
1403,photo,0,1,0,2,0,0,0,0,0,0,2.8458819999999997e-05
1404,piano,0,0,1,1,1,0,0,0,0,1,1.15262e-05
1405,picky,0,0,0,0,1,0,0,0,0,0,5.970651999999999e-07
1406,piece,2,0,0,0,1,0,0,0,0,0,6.618172e-05
1407,piety,1,1,0,0,1,0,0,0,0,0,4.73588e-06
1408,piggy,0,0,0,0,1,0,0,0,0,0,5.727306e-07
1409,pilot,0,1,0,1,1,0,0,0,0,0,2.0096700000000004e-05
1410,pinch,0,0,0,0,1,0,0,1,0,0,5.843946e-06
1411,piney,1,0,0,0,1,0,0,1,0,0,2.0556020000000003e-07
1412,pinky,0,0,0,0,1,0,0,1,0,0,8.824784e-07
1413,pinto,0,1,0,1,1,0,0,1,0,0,1.5793999999999999e-06
1414,piper,1,0,0,0,1,0,0,0,1,0,4.4092719999999995e-06
1415,pique,1,0,0,0,1,0,0,0,0,0,5.589744000000001e-07
1416,pitch,0,1,0,0,1,0,0,0,0,0,1.5901200000000003e-05
1417,pithy,0,1,0,0,1,1,0,0,0,0,4.4777040000000007e-07
1418,pivot,0,1,0,1,1,0,0,0,0,0,2.711766e-06
1419,pixel,1,0,0,0,1,0,0,0,0,0,4.08482e-06
1420,pixie,1,0,0,0,2,0,0,0,0,0,8.880978e-07
1421,pizza,0,0,1,0,1,0,0,0,0,0,7.968839999999998e-06
1422,place,1,0,1,0,0,0,0,0,0,0,0.00041577380000000003
1423,plaid,0,0,1,0,1,0,0,0,0,0,1.318204e-06
1424,plain,0,0,1,0,1,0,0,1,0,0,3.15795e-05
1425,plait,0,1,1,0,1,0,0,0,0,0,3.9602839999999995e-07
1426,plane,1,0,1,0,0,0,0,0,0,1,3.9419659999999995e-05
1427,plank,0,0,1,0,0,0,0,0,0,1,2.8246939999999997e-06
1428,plant,0,1,1,0,0,0,0,0,0,1,6.700368e-05
1429,plate,1,1,1,0,0,0,0,0,0,0,3.89231e-05
1430,plaza,0,0,2,0,0,0,0,0,0,0,4.7927380000000005e-06
1431,plead,1,0,1,0,0,0,0,0,0,0,3.3790080000000004e-06
1432,pleat,1,1,1,0,0,0,0,0,0,0,1.287074e-07
1433,plied,1,0,0,0,1,0,0,0,0,0,7.623356000000001e-07
1434,plier,1,0,0,0,1,0,0,0,1,0,2.712302e-08
1435,pluck,0,0,0,0,0,0,0,0,0,0,2.213482e-06
1436,plumb,0,0,0,0,0,0,0,0,0,0,1.0187525999999999e-06
1437,plume,1,0,0,0,0,0,0,0,0,0,2.1018260000000002e-06
1438,plump,0,0,0,0,0,0,0,0,0,0,3.0883779999999998e-06
1439,plunk,0,0,0,0,0,0,0,0,0,0,1.320296e-07
1440,plush,0,0,0,0,0,0,0,0,0,0,1.622204e-06
1441,poesy,1,0,0,1,0,0,0,0,0,0,2.5325839999999995e-07
1442,point,0,1,0,1,1,0,0,1,0,0,0.000306212
1443,poise,1,0,0,1,1,0,0,0,0,0,1.100621e-06
1444,poker,1,0,0,1,0,0,0,0,1,0,3.473986e-06
1445,polar,0,0,1,1,0,0,0,0,0,0,8.471136000000001e-06
1446,polka,0,0,1,1,0,0,0,0,0,0,6.847174e-07
1447,polyp,0,0,0,1,0,0,0,0,0,0,5.593188e-07
1448,pooch,0,0,0,2,0,0,0,0,0,0,1.8556799999999998e-07
1449,poppy,0,0,0,1,0,0,0,0,0,0,4.004753999999999e-06
1450,porch,0,0,0,1,0,0,0,0,0,0,1.2831499999999999e-05
1451,poser,1,0,0,1,0,0,0,0,1,0,1.713882e-07
1452,posit,0,1,0,1,1,0,0,0,0,0,1.588532e-06
1453,posse,1,0,0,1,0,0,0,0,0,0,1.178888e-06
1454,pouch,0,0,0,1,0,0,0,0,0,0,3.4844400000000003e-06
1455,pound,0,0,0,1,0,0,0,0,0,0,1.35416e-05
1456,pouty,0,1,0,1,0,0,0,0,0,0,2.736224e-07
1457,power,1,0,0,1,0,0,0,0,1,0,0.0003364674
1458,prank,0,0,1,0,0,0,0,0,0,1,9.589538000000002e-07
1459,prawn,0,0,1,0,0,0,0,0,0,0,4.876134e-07
1460,preen,2,0,0,0,0,0,0,0,0,0,3.086784e-07
1461,press,1,0,0,0,0,0,0,0,0,0,0.0002733516
1462,price,1,0,0,0,1,0,0,0,0,0,9.274856e-05
1463,prick,0,0,0,0,1,0,0,0,0,0,2.696754e-06
1464,pride,1,0,0,0,1,0,0,0,0,0,2.837114e-05
1465,pried,1,0,0,0,1,0,0,0,0,0,8.735562000000001e-07
1466,prime,1,0,0,0,1,0,0,0,0,0,3.1051880000000005e-05
1467,primo,0,0,0,1,1,0,0,0,0,0,9.93717e-07
1468,print,0,1,0,0,1,0,0,1,0,0,3.042962e-05
1469,prior,0,0,0,1,1,0,0,0,0,0,6.218977999999998e-05
1470,prism,0,0,0,0,1,0,0,0,0,0,2.46303e-06
1471,privy,0,0,0,0,1,0,0,0,0,0,3.057196e-06
1472,prize,1,0,0,0,1,0,0,0,0,0,1.4332400000000002e-05
1473,probe,1,0,0,1,0,0,0,0,0,0,8.528416e-06
1474,prone,1,0,0,1,0,0,0,0,0,0,9.107965999999999e-06
1475,prong,0,0,0,1,0,0,0,0,0,0,4.867958e-07
1476,proof,0,0,0,2,0,0,0,0,0,0,3.685348e-05
1477,prose,1,0,0,1,0,0,0,0,0,0,7.961707999999999e-06
1478,proud,0,0,0,1,0,0,0,0,0,0,2.7283440000000003e-05
1479,prove,1,0,0,1,0,0,0,0,0,0,4.0700299999999994e-05
1480,prowl,0,0,0,1,0,0,0,0,0,0,5.471391999999999e-07
1481,proxy,0,0,0,1,0,0,0,0,0,0,4.990537999999999e-06
1482,prude,1,0,0,0,0,0,0,0,0,0,2.823244e-07
1483,prune,1,0,0,0,0,0,0,0,0,0,7.973156e-07
1484,psalm,0,0,1,0,0,0,0,0,0,0,9.552614e-06
1485,pubic,0,0,0,0,1,0,0,0,0,0,1.4780499999999998e-06
1486,pudgy,0,0,0,0,0,0,0,0,0,0,4.729258e-07
1487,puffy,0,0,0,0,0,0,0,0,0,0,1.4377719999999999e-06
1488,pulpy,0,0,0,0,0,0,0,0,0,0,1.77474e-07
1489,pulse,1,0,0,0,0,0,0,0,0,0,1.973968e-05
1490,punch,0,0,0,0,0,0,0,0,0,0,9.825002e-06
1491,pupil,0,0,0,0,1,0,0,0,0,0,6.701502e-06
1492,puppy,0,0,0,0,0,0,0,0,0,0,4.66344e-06
1493,puree,2,0,0,0,0,0,0,0,0,0,8.077438000000001e-07
1494,purer,1,0,0,0,0,0,0,0,1,0,8.030641999999999e-07
1495,purge,1,0,0,0,0,0,0,0,0,0,2.169016e-06
1496,purse,1,0,0,0,0,0,0,0,0,0,1.0399974e-05
1497,pushy,0,0,0,0,0,0,0,0,0,0,5.680558000000001e-07
1498,putty,0,2,0,0,0,0,0,0,0,0,6.526872000000001e-07
1499,pygmy,0,0,0,0,0,0,0,0,0,0,4.3884880000000003e-07
1500,quack,0,0,1,0,0,0,0,0,0,0,6.514090000000001e-07
1501,quail,0,0,1,0,1,0,0,0,0,0,1.087754e-06
1502,quake,1,0,1,0,0,0,0,0,0,0,9.859632e-07
1503,qualm,0,0,1,0,0,0,0,0,0,0,1.906416e-07
1504,quark,0,0,1,0,0,0,0,0,0,0,8.27431e-07
1505,quart,0,1,1,0,0,0,0,0,0,0,1.8102859999999999e-06
1506,quash,0,0,1,0,0,0,0,0,0,0,4.1260979999999995e-07
1507,quasi,0,0,1,0,1,0,0,0,0,0,8.224336e-06
1508,queen,2,0,0,0,0,0,0,0,0,0,4.6474040000000005e-05
1509,queer,2,0,0,0,0,0,0,0,1,0,1.1703648e-05
1510,quell,1,0,0,0,0,0,0,0,0,0,1.2243200000000002e-06
1511,query,1,0,0,0,0,0,0,0,1,0,1.0179494e-05
1512,quest,1,1,0,0,0,0,0,0,0,0,1.2649540000000001e-05
1513,queue,2,0,0,0,0,0,0,0,0,0,4.292309999999999e-06
1514,quick,0,0,0,0,1,0,0,0,0,0,5.46731e-05
1515,quiet,1,1,0,0,1,0,0,0,0,0,5.55162e-05
1516,quill,0,0,0,0,1,0,0,0,0,0,1.358184e-06
1517,quilt,0,1,0,0,1,0,0,0,0,0,2.9969720000000003e-06
1518,quirk,0,0,0,0,1,0,0,0,0,0,9.261552e-07
1519,quite,1,1,0,0,1,0,0,0,0,0,0.0001675856
1520,quota,0,1,1,1,0,0,0,0,0,0,3.21461e-06
1521,quote,1,1,0,1,0,0,0,0,0,0,1.0522899999999997e-05
1522,quoth,0,1,0,1,0,1,0,0,0,0,1.1567384e-06
1523,rabbi,0,0,1,0,1,0,0,0,0,0,5.181686e-06
1524,rabid,0,0,1,0,1,0,0,0,0,0,8.49383e-07
1525,racer,1,0,1,0,0,0,0,0,1,0,5.638818000000001e-07
1526,radar,0,0,2,0,0,0,0,0,0,0,7.655714e-06
1527,radii,0,0,1,0,2,0,0,0,0,0,1.135962e-06
1528,radio,0,0,1,1,1,0,0,0,0,0,3.74977e-05
1529,rainy,0,0,1,0,1,0,0,1,0,0,3.3627880000000003e-06
1530,raise,1,0,1,0,1,0,0,0,0,0,3.4928979999999996e-05
1531,rajah,0,0,2,0,0,0,0,0,0,0,6.407327999999999e-07
1532,rally,0,0,1,0,0,0,0,0,0,0,4.246762e-06
1533,ralph,0,0,1,0,0,0,0,0,0,0,1.0417968e-05
1534,ramen,1,0,1,0,0,0,0,0,0,0,3.873902e-07
1535,ranch,0,0,1,0,0,0,0,0,0,1,1.1237359999999999e-05
1536,randy,0,0,1,0,0,0,0,0,0,1,3.86286e-06
1537,range,1,0,1,0,0,0,0,0,0,1,0.00011528160000000001
1538,rapid,0,0,1,0,1,0,0,0,0,0,3.378186e-05
1539,rarer,1,0,1,0,0,0,0,0,1,0,9.659218e-07
1540,raspy,0,0,1,0,0,0,0,0,0,0,8.452504e-07
1541,ratio,0,1,1,1,1,0,0,0,0,0,4.400232e-05
1542,ratty,0,2,1,0,0,0,0,0,0,0,4.950114e-07
1543,raven,1,0,1,0,0,0,0,0,0,0,5.645502e-06
1544,rayon,0,0,1,1,0,0,0,0,0,0,3.1780140000000005e-07
1545,razor,0,0,1,1,0,0,0,0,0,0,3.6925120000000006e-06
1546,reach,1,0,1,0,0,0,0,0,0,0,7.524206e-05
1547,react,1,1,1,0,0,0,0,0,0,0,1.3260860000000001e-05
1548,ready,1,0,1,0,0,0,0,0,0,0,0.00010917720000000002
1549,realm,1,0,1,0,0,0,0,0,0,0,2.119768e-05
1550,rearm,1,0,1,0,0,0,0,0,0,0,1.0746698e-07
1551,rebar,1,0,1,0,0,0,0,0,0,0,3.3553760000000003e-07
1552,rebel,2,0,0,0,0,0,0,0,0,0,7.86909e-06
1553,rebus,1,0,0,0,0,0,0,0,0,0,5.951997999999999e-07
1554,rebut,1,1,0,0,0,0,0,0,0,0,4.779577999999999e-07
1555,recap,1,0,1,0,0,0,0,0,0,0,7.43256e-07
1556,recur,1,0,0,0,0,0,0,0,0,0,1.3447239999999998e-06
1557,recut,1,1,0,0,0,0,0,0,0,0,5.903414e-08
1558,reedy,2,0,0,0,0,0,0,0,0,0,4.2412619999999995e-07
1559,refer,2,0,0,0,0,0,0,0,1,0,3.688776e-05
1560,refit,1,1,0,0,1,0,0,0,0,0,2.7913439999999996e-07
1561,regal,1,0,1,0,0,0,0,0,0,0,1.7406039999999998e-06
1562,rehab,1,0,1,0,0,0,0,0,0,0,1.498362e-06
1563,reign,1,0,0,0,1,0,0,0,0,0,1.3905259999999998e-05
1564,relax,1,0,1,0,0,0,0,0,0,0,1.3369420000000003e-05
1565,relay,1,0,1,0,0,0,0,0,0,0,3.992182e-06
1566,relic,1,0,0,0,1,0,0,0,0,0,2.0789200000000002e-06
1567,remit,1,1,0,0,1,0,0,0,0,0,1.549288e-06
1568,renal,1,0,1,0,0,0,0,0,0,0,1.6287019999999996e-05
1569,renew,2,0,0,0,0,0,0,0,0,0,3.71405e-06
1570,repay,1,0,1,0,0,0,0,0,0,0,3.83655e-06
1571,repel,2,0,0,0,0,0,0,0,0,0,1.3351979999999999e-06
1572,reply,1,0,0,0,0,0,0,0,0,0,2.8232499999999998e-05
1573,rerun,1,0,0,0,0,0,0,0,1,0,3.3243460000000003e-07
1574,reset,2,1,0,0,0,0,0,0,0,0,3.068364e-06
1575,resin,1,0,0,0,1,0,0,1,0,0,4.011762e-06
1576,retch,1,1,0,0,0,0,0,0,0,0,2.1267760000000003e-07
1577,retro,1,1,0,1,0,0,0,0,0,0,1.0860886000000002e-06
1578,retry,1,1,0,0,0,0,0,0,0,0,1.571e-07
1579,reuse,2,0,0,0,0,0,0,0,0,0,3.7614080000000003e-06
1580,revel,2,0,0,0,0,0,0,0,0,0,1.162544e-06
1581,revue,2,0,0,0,0,0,0,0,0,0,2.4688720000000003e-06
1582,rhino,0,0,0,1,1,0,0,1,0,0,8.154772000000001e-07
1583,rhyme,1,0,0,0,0,0,0,0,0,0,3.20681e-06
1584,rider,1,0,0,0,1,0,0,0,1,0,6.4738939999999985e-06
1585,ridge,1,0,0,0,1,0,0,0,0,0,1.2056880000000002e-05
1586,rifle,1,0,0,0,1,0,0,0,0,0,1.25484e-05
1587,right,0,1,0,0,1,0,0,0,0,0,0.0005686142
1588,rigid,0,0,0,0,2,0,0,0,0,0,1.30983e-05
